Salesforce Contact Id,Cleaned Practice Areas.1
0034y00002ZjpPIAAZ, Bankruptcy; Employment; Administrative; Business Transactional; Consumer; General Practice;Criminal; Business Litigation; Family
0034y00002Zjj9hAAB, Criminal;Family; General Practice; Employment
0034y00002ZjmhuAAB,General Practice; Criminal
0034y00002ZjkxMAAR, Intellectual Property; Bankruptcy; Business Transactional;Business Litigation; General Practice
0034y00002CSFWuAAP, Real Estate;Business Litigation
0034y00002ZjhknAAB, Insurance; Bankruptcy; Employment; Business Transactional;Business Litigation; General Practice
0034y00002Zjn7YAAR, Health and Elder Care; Insurance; General Practice;Personal Injury
0034y00002ZjpPJAAZ, Health and Elder Care; General Practice;Personal Injury
0034y00002ZjmhwAAB,General Practice; Criminal
0034y00002ZjkxNAAR, Health and Elder Care; Insurance; Business Transactional;Business Litigation; General Practice
0034y00002Zjn7ZAAR, Health and Elder Care; Bankruptcy; Wills and Trusts; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjmhxAAB, Health and Elder Care; Insurance; Bankruptcy; Wills and Trusts; Construction; Personal Injury; Employment; Real Estate; Administrative;Workers Compensation; Business Transactional; Consumer; General Practice; Government; Business Litigation; Family
0034y00002ZjkxOAAR, Bankruptcy;Cyberspace; Business Transactional; General Practice; Government; Business Litigation
0033000000HWqeqAAD, Bankruptcy; Wills and Trust; Personal Injury; Tax; Class Action; Real Estate; Business Transactional; Medical Malpractice;Business Litigation; General Practice; Civil Rights; Consumer; Product Liability
0036000001UR8V7AAL, General Practice;Immigration
0034y00002ZjhkpAAB, Criminal;Administrative; Government; General Practice
0034y00002Zjj9lAAB, Bankruptcy; Employment; Real Estate; Business Transactional; Other (See Details); General Practice; Consumer;Criminal; Business Litigation; Family
0034y00002ZjkxPAAR, Health and Elder Care; Insurance; Personal Injury; Employment;Business Litigation; General Practice
0036000001SN2qGAAT, Bankruptcy; Employment; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjhkqAAB,Real Estate; General Practice; Tax
0034y00002ZjpPMAAZ, General Practice; Consumer; Administrative;Bankruptcy
0034y00002ZjmhzAAB, Real Estate; Tax; General Practice;Employment
0034y00002ZjkxQAAR, Health and Elder Care; General Practice; Business Litigation;Personal Injury
0034y00002ZjhkrAAB, Personal Injury;General Practice; Administrative; Civil Rights; Government
0034y00002ZjjTtAAJ, Intellectual Property; Construction; Personal Injury; Real Estate;Workers Compensation; General Practice
0034y00002ZjLbVAAV, Health and Elder Care; Intellectual Property; Bankruptcy; Administrative;Cyberspace; Business Transactional; General Practice; Government; Business Litigation
0034y00002ZjhksAAB, General Practice;Bankruptcy
0034y00002ZjpPOAAZ, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjjTpAAJ, Bankruptcy; Environmental; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjkxSAAR, Real Estate;Environmental; Wills and Trusts; General Practice
0034y00002CSFYPAA5, Intellectual Property;General Practice
0034y00002ZjhktAAB, Bankruptcy; Wills and Trusts; Business Transactional;Business Litigation; General Practice
0034y00002ZjpPPAAZ, Construction; Employment; Real Estate;Business Litigation; General Practice; Family
0034y00002ZjjTqAAJ,Administrative; Government; General Practice; Employment
0034y00002ZjpPQAAZ, Bankruptcy; Construction; Personal Injury; Employment; Real Estate;Workers Compensation; Business Transactional; General Practice; Business Litigation; Family
0034y00002ZjjTsAAJ,Administrative; Government; General Practice
0034y00002Zjmi3AAB,Real Estate; General Practice; Tax
0034y00002Zjmi4AAB, Bankruptcy; Construction; Personal Injury; Administrative;Workers Compensation; Consumer; General Practice; Government
0034y00002ZjkxVAAR, Health and Elder Care; Insurance; Bankruptcy; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002CSFYTAA5,Business Litigation; Business litigation
0034y00002ZjhkwAAB,Environmental; Business Litigation
0034y00002ZjjTvAAJ, Health and Elder Care;General Practice
0034y00002ZjkZvAAJ, Health and Elder Care; Intellectual Property; Insurance; Bankruptcy; Real Estate;Cyberspace; Business Transactional; General Practice; Entertainment; Government; Business Litigation
0034y00002ZjkxWAAR, Bankruptcy; Cyberspace;Antitrust; Business Transactional; General Practice; Civil Rights; Government; Business Litigation
0036000000p3Qb5AAE, Wills and Trusts; Construction; Personal Injury; Environmental; Real Estate;Workers Compensation; General Practice
0034y00002ZjTawAAF, Health and Elder Care;General Practice
0034y00002ZjkxXAAR,Wills and Trusts; General Practice
0033000000HWujeAAD, Wills and Trusts; Real Estate; Class Action; Administrative; Criminal;Business Litigation; General Practice
0034y00002ZjpPUAAZ, Bankruptcy; Personal Injury; Criminal; Consumer;Business Litigation; General Practice
0036000001SODfJAAX, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjhkzAAB, Bankruptcy; Wills and Trusts; Business Transactional;Business Litigation; General Practice
0034y00002ZjTayAAF, Employment; Class Action; Real Estate; Administrative; Business Transactional; General Practice; Civil Rights;Criminal; Business Litigation
0034y00002Zjhl0AAB, Health and Elder Care; Intellectual Property; Securities; Bankruptcy; Tax; Employment; Real Estate; Administrative;Cyberspace; Business Transactional; General Practice; Civil Rights; Government; Business Litigation
0034y00002ZjpPWAAZ, Construction; Employment; Real Estate; Administrative;Business Litigation; General Practice
0034y00002Zjhl1AAB, Criminal;Administrative; Government; General Practice
0034y00002ZjpPXAAZ, Bankruptcy; Wills and Trusts; Employment; Real Estate; Business Transactional;Business Litigation; General Practice; Family
0034y00002ZjjU0AAJ, Real Estate;Business Litigation
0034y00002ZjmiBAAR, Administrative;Business Litigation; General Practice; Civil Rights; Entertainment; Government
0034y00002Zjhl2AAB, Intellectual Property; Tax;Cyberspace; General Practice; Civil Rights; Entertainment; Government; Business Litigation
0034y00002ZjpPYAAZ, Construction; Tax; Personal Injury; Employment; Real Estate;Workers Compensation; Medical Malpractice; General Practice; Professional Practices; Business Litigation; Family
0034y00002ZjjU1AAJ, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjmiDAAR, Health and Elder Care; Bankruptcy; Personal Injury; Business Transactional;Business Litigation; General Practice
0030e00002SRM4AAAX, Real Estate;Wills and Trusts; General Practice; Tax
0034y00002ZjpPZAAZ, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjmiEAAR, Health and Elder Care; Insurance; Bankruptcy; Cyberspace; Personal Injury; Employment;Other (See Details); Real Estate; Administrative; Business Transactional; General Practice; Civil Rights; Government; Business Litigation
0034y00002ZjpPaAAJ, Construction; Personal Injury; Employment; Real Estate;Workers Compensation; General Practice; Business Litigation
0034y00002ZjjU3AAJ, General Practice;Immigration
0034y00002ZjmiFAAR,Administrative; Government; General Practice
0034y00002ZjpPbAAJ, Employment;General Practice; Environmental; Real Estate; Administrative; Criminal; Government; Family
0034y00002ZjjU4AAJ, Health and Elder Care; Insurance; Personal Injury; Employment; Environmental; Real Estate;Workers Compensation; Criminal; General Practice; Business Litigation
0034y00002ZjmiGAAR, Bankruptcy; Construction; Personal Injury; Employment; Real Estate;Workers Compensation; Business Transactional; General Practice; Business Litigation
0034y00002Zjhl6AAB, Construction; Employment; Real Estate;Business Litigation; General Practice
0034y00002ZjpPdAAJ,Administrative; Government; General Practice
0034y00002ZjjU6AAJ, General Practice;Business Litigation; Civil Rights; Employment
0033000000HWsJ7AAL, Wills and Trusts; Employment;General Practice; Criminal; Family
0034y00002Zjhl8AAB,Insurance; Health and Elder Care; General Practice
0034y00002ZjhlAAAR, Health and Elder Care; Insurance; Wills and Trusts;Other (See Details); Criminal; General Practice
0034y00002ZjkGhAAJ,Health and Elder Care; Administrative; Government; General Practice
0034y00002CSFYiAAP,Family; Wills and Trusts
0034y00002ZjkGiAAJ, Personal Injury; Employment;General Practice; Environmental; Administrative; Criminal; Transportation; Government; Family
0034y00002CSFYjAAP, General Practice;Personal Injury
0036000001SODkuAAH, General Practice; Business Transactional; Business Litigation;Bankruptcy
0033000000HYDXqAAP,Environmental; Wills and Trusts; General Practice
0034y00002ZjkGmAAJ, General Practice; Workers Compensation; Construction;Personal Injury
0034y00002ZjTbEAAV,General Practice; Criminal
0034y00002ZjkGnAAJ, Bankruptcy; Environmental; Business Transactional;Business Litigation; General Practice
0034y00002CSFdGAAX, Intellectual Property;General Practice
0036000001SODkxAAH,Insurance; Health and Elder Care; General Practice
0034y00002ZjkGoAAJ,Administrative; Government; General Practice
0033000000HYhwnAAD, Criminal;Family; General Practice; Employment
0036000001URDx1AAH, Insurance; Bankruptcy; Securities; Tax;Health and Elder Care; Constitutional; Administrative; Criminal; General Practice; Civil Rights; Government; Professional Practices
0034y00002ZjTbGAAV, Health and Elder Care; Wills and Trusts; Tax;General Practice; Real Estate
0034y00002ZjkGpAAJ, Bankruptcy; Wills and Trusts;Other (See Details); Business Transactional; General Practice; Business Litigation
0034y00002ZjiQJAAZ,Administrative; Government; General Practice
0034y00002ZjoByAAJ, Criminal;Personal Injury
0034y00002ZjiQGAAZ, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjoBvAAJ, Securities; Bankruptcy; Business Transactional;Business Litigation; General Practice
0034y00002ZjiQHAAZ, Insurance; Bankruptcy;General Practice; Constitutional; Administrative; Government; Professional Practices
0034y00002ZjoBwAAJ, Real Estate; Criminal;Environmental; General Practice
0034y00002ZjhbiAAB,Family; General Practice; Employment
0030e00002Nb0n5AAB, Health and Elder Care; Insurance; Bankruptcy; Construction; Personal Injury;Workers Compensation; Business Transactional; General Practice; Business Litigation
0036000001SOFqYAAX,Administrative; General Practice; Employment
0036000001SOGi3AAH, Bankruptcy; Employment; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjoBxAAJ, Criminal;Civil Rights
0034y00002ZjoBzAAJ, Health and Elder Care; Insurance; Bankruptcy; Personal Injury; Tax; Employment; Environmental; Real Estate; Business Transactional; Other (See Details); General Practice; Civil Rights;Criminal; Business Litigation
0034y00002ZjhbgAAB, Securities; Bankruptcy; Wills and Trusts; Tax; Employment; Business Transactional;Business Litigation; General Practice; Civil Rights
0034y00002CSFdLAAX, Intellectual Property; General Practice; Business litigation; Entertainment;Environmental
0034y00002ZjoC0AAJ, Insurance; Personal Injury;Health and Elder Care; Criminal; General Practice
0034y00002ZjiQMAAZ, Employment;Wills and Trusts; General Practice; Family
0034y00002ZjJiBAAV, Criminal;Family; General Practice; Employment
0036000001SN1w2AAD, Bankruptcy; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjoC1AAJ, Health and Elder Care; Insurance; Wills and Trusts; Construction; Personal Injury; Employment; Real Estate; Criminal;Business Litigation; General Practice; Immigration; Family
0034y00002ZjhbjAAB, Bankruptcy; Employment;Other (See Details); Business Transactional; General Practice; Business Litigation
0034y00002ZjiQNAAZ, Bankruptcy; Environmental; Administrative; Business Transactional;Business Litigation; General Practice; Government
0034y00002ZjoC2AAJ, Bankruptcy; Environmental; Business Transactional;Business Litigation; General Practice
0034y00002ZjiQOAAZ, Real Estate;Wills and Trusts; General Practice; Tax
0034y00002CSFdBAAX,General Practice; Administrative
0034y00002ZjTRjAAN, Real Estate; Class Action; Business Transactional;Business Litigation; General Practice
0034y00002ZjoC3AAJ, General Practice; Employment;Immigration; Family
0034y00002ZjhblAAB, Bankruptcy; Construction; Tax; Personal Injury; Environmental;Workers Compensation; Business Transactional; General Practice; Civil Rights; Business Litigation
0034y00002ZjiQQAAZ, Personal Injury; Employment;Other (See Details); Environmental; Transportation; Business Litigation
0034y00002ZjiwcAAB, Real Estate;Wills and Trusts; General Practice; Tax
0034y00002CSFdOAAX,Business Litigation; Personal Injury; Family
0034y00002ZjiwdAAB,Civil Rights; Employment
0034y00002ZjhbpAAB,Environmental; Transportation
0034y00002ZjiQSAAZ, Bankruptcy; Immigration; Administrative; Business Transactional;Business Litigation; General Practice; Government
0034y00002ZjoC7AAJ, General Practice;Immigration
0034y00002ZjiQTAAZ, General Practice;Employment
0034y00002CSFdQAAX,General Practice; Real Estate; Business Litigation
0036000001SNJjZAAX, Health and Elder Care; Insurance; Construction; Employment; Environmental; Real Estate; Criminal;Business Litigation; General Practice; Civil Rights; Family
0034y00002ZjoC8AAJ,Wills and Trusts; General Practice
0034y00002Zjk3nAAB, Securities;Business Litigation; Employment
0034y00002ZjiQVAAZ, Insurance; Bankruptcy; Business Transactional;Business Litigation; General Practice
0033000000HY0Z4AAL, Bankruptcy; Wills and Trusts; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjoCBAAZ, Securities; Bankruptcy; Employment; Business Transactional;Business Litigation; General Practice
0034y00002ZjTT8AAN, Health and Elder Care; Wills and Trusts; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
